id_siniestro,id_poliza,id_cobertura,monto_siniestro,fecha_ocurrencia
6944,134561,5,88466.26267768443,2016-09-25
6945,134567,4,49923.94773436943,2016-11-01
6946,134569,3,584281.7398649706,2017-05-06
6947,134579,1,206315.93371001582,2017-07-02
6948,134579,1,405167.6637134333,2018-05-11
6949,134583,1,1003338.8244149638,2016-10-18
6950,134584,1,93768.31382414307,2017-06-11
6951,134585,1,925991.6421442352,2017-10-12
6952,134601,1,729063.8096886802,2017-09-25
6953,134601,4,245083.61142415347,2016-11-17
6954,134603,1,415677.41771876765,2017-10-03
6955,134604,1,586928.496873596,2017-08-22
6956,134605,4,953678.0730824671,2017-04-30
6957,134609,6,933222.1758086234,2016-11-21
6958,134619,3,1192586.8591348333,2018-06-03
6959,134622,1,141879.689658973,2017-09-05
6960,134628,1,2681542.9429501775,2017-07-01
6961,134629,1,839535.3326402245,2017-09-21
6962,134630,1,630940.0954168767,2018-02-12
6963,134638,1,950679.3098892842,2017-10-30
6964,134638,1,186433.3199860661,2017-07-02
6965,134651,1,181881.71852799598,2016-10-21
6966,134658,1,267846.13053180836,2017-03-12
6967,134673,3,356863.9741986192,2017-04-14
6968,134674,1,21041.819402500056,2017-11-25
6969,134676,1,390630.3557823496,2017-03-27
6970,134676,4,257818.10317588883,2017-05-17
6971,134678,1,660096.2022503719,2017-05-15
6972,134680,1,42811.51040620962,2017-12-02
6973,134697,1,3377.526538209524,2017-02-27
6974,134697,4,103732.13922015477,2017-03-23
6975,134702,1,559138.2187762546,2016-10-12
6976,134712,1,467955.7642406663,2016-11-27
6977,134713,1,88197.61237362797,2017-01-27
6978,134717,1,923879.9171885898,2016-09-06
6979,134723,1,664919.8129176248,2016-09-17
6980,134733,4,192736.24363663606,2017-01-24
6981,134737,2,929645.2532305811,2017-09-30
6982,134738,1,456012.05309511535,2017-05-30
6983,134748,1,2028009.3885523695,2017-06-29
6984,134749,1,356205.9672221658,2018-02-21
6985,134749,5,139071.8457926448,2017-09-22
6986,134750,5,171161.19721904397,2017-05-14
6987,134752,1,1445631.465144151,2016-12-16
6988,134755,5,229127.48792685804,2017-04-22
6989,134765,1,154974.3434362379,2017-07-04
6990,134772,1,779647.4305446692,2017-10-21
6991,134779,1,4460.4538851357065,2017-07-08
6992,134786,1,716616.3672686632,2017-02-05
6993,134817,1,164133.7583844006,2017-06-25
6994,134818,1,1905929.1973815497,2016-08-29
6995,134820,1,835423.8264415584,2018-01-04
6996,134821,1,46318.296906102056,2018-03-22
6997,134827,3,610105.9494249215,2017-01-05
6998,134835,1,2282788.065285855,2017-12-06
6999,134835,1,830568.4602797681,2017-04-27
7000,134840,1,1133017.9590962925,2017-08-19
7001,134840,1,934096.6890648504,2017-08-16
7002,134845,1,203572.7140194825,2017-10-14
7003,134848,4,17546.146208122373,2016-09-26
7004,134865,1,306714.28179346723,2017-08-19
7005,134875,1,347167.7783524459,2017-09-02
7006,134877,1,1506478.6648688565,2017-09-13
7007,134889,3,39970.79513688572,2017-10-22
7008,134897,3,523916.42153149797,2017-03-21
7009,134897,4,294532.1629878486,2017-05-28
7010,134907,1,638435.2692823105,2017-02-27
7011,134908,1,38767.39379469445,2017-02-13
7012,134916,1,1011453.2792210391,2016-11-29
7013,134920,1,888845.607386514,2016-08-05
7014,134920,1,809536.527793798,2016-12-03
7015,134936,1,1094749.3660992407,2017-05-22
7016,134936,1,528829.9424513814,2017-07-21
7017,134948,1,160684.38643792458,2017-09-12
7018,134950,3,82728.37824099495,2017-02-19
7019,134959,1,985089.3646738349,2016-12-23
7020,134963,4,274114.7939335954,2017-07-29
7021,134963,4,258858.95983354654,2016-12-24
7022,134989,1,1273414.0610931278,2017-04-28
7023,134989,1,756.1216114363633,2017-01-10
7024,134990,1,1643642.0369835037,2017-07-06
7025,135000,2,30305.819219204146,2017-05-23
7026,135001,1,110647.69104582164,2017-11-26
7027,135002,4,1281.9393777055666,2018-03-31
7028,135004,1,22914.691958384687,2017-01-12
7029,135007,1,485943.17794593173,2017-03-04
7030,135019,1,35038.2678126503,2016-11-12
7031,135020,1,231206.2688235012,2017-08-31
7032,135021,5,333450.170593772,2017-05-15
7033,135026,1,167480.74938291823,2016-11-26
7034,135038,1,359467.7518011527,2017-10-26
7035,135041,1,1157689.165635102,2018-03-10
7036,135042,1,394512.1389246541,2017-01-09
7037,135054,1,69870.34892712208,2017-08-20
7038,135055,1,1811206.249843425,2017-03-16
7039,135058,1,723908.0357425812,2017-09-15
7040,135070,4,234937.31674360845,2017-04-16
7041,135071,1,201398.6096348022,2016-11-07
7042,135073,1,286926.1461181333,2017-06-23
7043,135073,3,357745.9736169601,2017-11-18
7044,135075,1,274806.2290848065,2017-03-07
7045,135076,1,254003.01263608318,2017-12-21
7046,135081,1,57657.8764403341,2017-06-19
7047,135081,4,78842.21721701702,2017-07-07
7048,135086,1,1185470.5157887654,2017-08-27
7049,135089,1,322859.80008845497,2017-05-21
7050,135105,1,197474.66438053222,2017-10-03
7051,135115,1,554386.1650132688,2018-04-18
7052,135123,4,147580.9831246105,2018-05-17
7053,135131,1,852797.0359851284,2018-12-17
7054,135131,5,56246.96910381317,2019-03-23
7055,135134,4,999111.1109460625,2018-03-11
7056,135135,1,218975.72297635116,2018-06-07
7057,135135,3,817249.4240702987,2019-01-04
7058,135142,1,634775.4842052769,2019-02-10
7059,135144,1,1045621.4726983799,2018-06-03
7060,135148,1,192194.68462122465,2018-09-06
7061,135162,1,275202.18234125065,2019-04-07
7062,135168,1,202739.8874666271,2017-12-08
7063,135170,1,306407.31953435764,2018-05-30
7064,135170,1,551223.3452792316,2018-03-08
7065,135176,1,552616.6744617643,2018-02-27
7066,135180,1,2154370.1011622334,2017-08-17
7067,135186,1,995309.2905541318,2018-01-01
7068,135192,1,210988.15368137648,2017-12-17
7069,135195,1,79651.70915107615,2018-02-05
7070,135197,1,143858.2843641217,2018-09-23
7071,135199,5,85926.6770402563,2018-02-07
7072,135203,1,984454.9141543251,2018-12-10
7073,135203,3,663521.708533938,2018-11-21
7074,135210,1,1937713.2877301213,2017-11-26
7075,135216,1,1149237.8280543624,2018-04-15
7076,135226,1,258497.12581898377,2018-10-08
7077,135233,4,194539.29120891262,2017-12-26
7078,135237,1,301066.94355984824,2018-02-25
7079,135243,1,179213.74739099893,2018-03-27
7080,135245,1,2887729.5954474485,2018-06-20
7081,135257,1,838219.7711927159,2018-07-10
7082,135261,1,485430.6653520924,2018-02-28
7083,135263,1,203137.1515081278,2017-11-11
7084,135274,4,74361.867838623,2018-06-06
7085,135285,1,127587.9055163674,2018-10-21
7086,135290,1,358613.33559906995,2018-04-15
7087,135295,4,126136.65550202597,2018-09-30
7088,135304,1,484613.698754198,2018-05-26
7089,135316,1,268226.6852360079,2018-09-06
7090,135326,4,938573.3001604095,2018-10-28
7091,135326,4,36510.03161964705,2018-02-13
7092,135329,1,1229681.7779199765,2017-08-10
7093,135329,1,374015.15500557376,2018-04-18
7094,135332,1,142471.38270059795,2017-10-27
7095,135334,1,107775.26863091066,2018-05-18
7096,135336,1,623887.7530123398,2017-11-06
7097,135340,1,2233906.579196208,2018-06-30
7098,135344,1,851726.5962399937,2018-07-09
7099,135350,1,1260645.4502845174,2018-07-11
7100,135355,3,866470.029569163,2018-04-27
7101,135364,1,91294.15332112323,2018-12-02
7102,135364,1,149604.65671397746,2018-08-12
7103,135370,1,37432.00486547231,2019-03-23
7104,135376,1,1149700.0578784368,2018-03-30
7105,135378,2,2924607.943745263,2018-03-25
7106,135383,1,569429.7537052373,2018-09-24
7107,135406,1,77566.78845992933,2018-03-31
7108,135409,1,166119.94848782988,2018-03-24
7109,135412,1,1443248.7662179645,2017-10-14
7110,135413,1,466224.90862009535,2018-04-23
7111,135415,1,1785049.266238841,2018-06-16
7112,135429,1,413790.0500875362,2017-12-13
7113,135431,1,1130573.8081243066,2018-06-16
7114,135439,1,504730.9738992681,2018-02-25
7115,135446,1,172433.63082206855,2018-07-27
7116,135447,1,195106.83992836953,2018-07-11
7117,135454,1,2306784.331592814,2018-02-22
7118,135455,1,263005.0365921557,2018-07-16
7119,135478,4,444733.10254518216,2018-04-10
7120,135479,1,442568.8310413859,2018-02-16
7121,135487,1,1032977.5154242838,2018-12-20
7122,135487,1,1601436.1551076497,2018-04-21
7123,135492,1,635225.8283837812,2018-06-19
7124,135495,5,137512.7256862182,2018-05-12
7125,135500,1,176305.31523255195,2018-11-20
7126,135506,1,98161.18153045235,2018-08-23
7127,135506,4,405007.01276687713,2018-07-05
7128,135522,4,311611.6581733738,2017-11-18
7129,135527,5,138794.23127509654,2018-12-11
7130,135533,1,452786.3200492803,2018-03-29
7131,135539,1,1893214.5776033339,2017-12-09
7132,135549,1,643787.7111461575,2018-01-30
7133,135583,4,424990.78060682205,2018-04-27
7134,135583,4,219409.70298257656,2018-03-02
7135,135587,1,928459.7969542131,2018-08-15
7136,135589,1,61493.479798524546,2018-01-09
7137,135590,1,1413754.0350811624,2018-03-11
7138,135597,3,572272.6132538016,2018-01-01
7139,135599,3,509555.14812509855,2018-05-16
7140,135601,1,1207304.3482489125,2018-01-24
7141,135606,1,1870982.5030156437,2018-09-07
7142,135619,1,665993.0248158735,2018-08-13
7143,135620,4,103753.32568896799,2018-07-13
7144,135626,1,1844857.63884564,2018-01-23
7145,135630,1,532977.4721530213,2018-08-18
7146,135632,1,1415436.467270737,2018-01-25
7147,135634,3,849195.6315865433,2017-09-11
7148,135634,4,1407819.913810803,2017-10-17
7149,135645,1,906620.3337982189,2018-08-19
7150,135645,1,104391.88252570666,2018-11-13
7151,135647,1,13949.612730705645,2018-09-22
7152,135655,1,1186285.5192614333,2017-12-04
7153,135657,1,385117.7521853903,2019-02-21
7154,135660,1,337573.72113226075,2018-09-01
7155,135663,4,788174.0609820733,2017-12-26
7156,135667,1,181519.9771123971,2017-12-24
7157,135669,1,763079.1916541666,2018-10-21
7158,135670,1,35517.899031523615,2017-12-01
7159,135670,5,233177.18215889102,2018-04-13
7160,135674,1,737931.2220216276,2018-06-26
7161,135674,5,162045.26270739734,2018-02-13
7162,135699,3,342988.13810852816,2018-02-18
7163,135702,1,76093.69313996364,2018-08-14
7164,135703,1,540930.7636897063,2018-07-09
7165,135709,4,16062.386421870415,2017-09-06
7166,135717,4,447808.1588758323,2018-03-23
7167,135731,1,2391154.7941676374,2018-08-21
7168,135732,1,845929.0376683747,2018-02-24
7169,135737,3,242189.55718475394,2018-01-30
7170,135737,4,119580.68101884797,2018-10-27
7171,135739,5,893944.001147404,2018-06-12
7172,135744,1,593865.4663161815,2018-09-07
7173,135744,1,1471143.1824566934,2018-11-03
7174,135744,1,213751.17588611087,2018-12-05
7175,135747,1,88245.77307741344,2018-07-30
7176,135750,1,1139848.4297288326,2018-04-30
7177,135750,1,1621949.2635341843,2018-03-23
7178,135751,4,2390139.776253932,2018-09-03
7179,135753,1,86057.04814075267,2018-01-08
7180,135755,1,990444.6133069086,2018-07-03
7181,135756,1,1519329.074167567,2018-04-20
7182,135765,1,289336.2142106127,2018-08-10
7183,135769,1,466348.9405832109,2018-09-05
7184,135772,1,589601.8073911902,2018-03-25
7185,135787,4,16715.15840996085,2018-03-10
7186,135801,1,2216377.2743152985,2018-04-22
7187,135805,1,494028.79007285804,2018-01-29
7188,135811,5,324291.03421649704,2017-10-24
7189,135817,1,1114419.2103289333,2018-09-03
7190,135819,1,1037141.4907115214,2018-12-01
7191,135819,1,304458.6034050343,2018-10-20
7192,135819,1,334074.040022973,2018-07-10
7193,135821,3,161461.81902696058,2018-01-21
7194,135824,1,262391.05538368877,2018-05-20
7195,135825,3,5478.031065073395,2018-12-25
7196,135830,1,364214.8756712233,2018-04-15
7197,135831,1,1272969.3966475544,2017-10-22
7198,135831,1,940791.7789481586,2017-11-02
7199,135832,1,832372.9526773199,2018-01-15
7200,135836,1,548848.5086426211,2018-12-17
7201,135840,1,827683.1901023727,2018-07-31
7202,135847,1,896332.7602117857,2019-03-18
7203,135852,1,2349792.9435687545,2018-05-16
7204,135868,1,798585.6937177476,2017-09-01
7205,135868,1,328222.6779970173,2017-08-22
7206,135882,1,981667.2956631469,2017-09-22
7207,135884,1,295632.2066679932,2018-03-05
7208,135896,1,168756.2421633317,2018-06-26
7209,135896,4,228715.6391432695,2018-07-06
7210,135900,1,621855.8120216739,2018-11-28
7211,135915,1,106924.12755041756,2018-08-10
7212,135918,1,1376047.6716496244,2018-05-09
7213,135935,1,680187.0610144119,2018-01-09
7214,135936,3,159924.93137029465,2018-11-23
7215,135938,1,196993.69990955433,2018-02-15
7216,135940,1,64579.882416822016,2018-09-12
7217,135946,1,1092382.4247977757,2019-01-29
7218,135957,1,94084.87993159331,2018-03-28
7219,135958,4,415065.4593709511,2018-09-05
7220,135958,4,362538.9694378832,2018-10-20
7221,135959,1,1326380.8719353643,2017-10-28
7222,135960,4,308623.1432648309,2018-10-07
7223,135964,1,1672959.1865127468,2017-12-09
7224,135967,1,710390.6745750508,2017-12-30
7225,135967,6,5245941.821801347,2017-10-19
7226,135970,1,324083.79544783104,2018-10-15
7227,135971,1,349925.311366471,2018-10-05
7228,135976,1,696476.8770908978,2018-09-16
7229,135980,1,1301849.7747139265,2018-08-28
7230,135981,1,443157.2030603327,2018-06-05
7231,135988,1,1504750.7662745963,2017-12-16
7232,135988,5,822406.0775334049,2017-10-26
7233,135990,1,1132564.2531860978,2018-03-07
7234,135995,1,1330684.6191733223,2017-12-13
7235,136000,1,1645170.5899906482,2018-10-03
7236,136005,1,648980.2273015932,2017-12-12
7237,136007,1,482326.53225774533,2018-01-05
7238,136017,1,2949229.272463707,2018-06-10
7239,136033,4,312488.2445336905,2017-12-30
7240,136040,5,781053.4162068773,2018-10-25
7241,136041,5,280068.079975313,2018-12-26
7242,136047,1,1189525.6438186606,2018-11-19
7243,136054,1,788719.5620703254,2018-11-26
7244,136055,1,180106.62415407793,2018-05-21
7245,136055,1,1114292.5000665584,2018-11-20
7246,136056,3,320228.02466423577,2018-06-02
7247,136057,5,175904.2154531926,2018-03-02
7248,136065,1,196988.6466038609,2019-02-05
7249,136065,1,94704.98920760873,2018-10-13
7250,136068,1,2153623.850897656,2018-08-02
7251,136068,3,102532.36240636557,2019-02-20
7252,136068,3,1101372.990489295,2018-10-01
7253,136070,3,9318.098558880361,2018-01-19
7254,136077,1,34042.359402140704,2017-09-13
7255,136103,4,167383.65506562637,2018-11-27
7256,136109,1,842533.519220265,2019-05-10
7257,136114,1,4595093.577236471,2019-05-21
7258,136116,1,2982670.5321339048,2018-05-25
7259,136123,1,645157.8753804958,2018-05-02
7260,136124,1,449993.8415918257,2018-06-12
7261,136129,5,605174.2901773526,2018-06-04
7262,136138,1,1186707.1915778955,2017-10-09
7263,136160,1,1617172.566655169,2018-06-03
7264,136163,1,678927.4068589791,2018-08-12
7265,136165,1,1050505.3299596924,2017-10-29
7266,136171,5,12877.931374667676,2017-12-26
7267,136183,2,619085.9729135921,2018-08-18
7268,136189,1,812172.0485922558,2018-09-02
7269,136204,1,277881.0966437415,2018-09-04
7270,136212,4,136472.11304106982,2018-07-21
7271,136221,3,238039.8546526814,2018-08-18
7272,136226,1,2933960.5781360543,2018-07-07
7273,136229,1,117530.68834234122,2018-08-15
7274,136232,1,10824.828953839839,2018-03-17
7275,136237,1,638467.1619558998,2018-01-07
7276,136237,1,194989.92578341858,2018-08-09
7277,136239,3,174210.03321558164,2018-10-15
7278,136241,5,650095.643996637,2017-11-23
7279,136243,1,298153.14135839045,2018-08-22
7280,136248,1,64271.6688779667,2017-12-21
7281,136251,1,63125.26113864581,2018-09-01
7282,136253,1,593283.9926747766,2019-05-02
7283,136261,1,1017184.2706789366,2018-02-26
7284,136276,1,827155.4536574514,2018-11-16
7285,136276,1,18046.153135107823,2018-11-14
7286,136282,1,238922.75385737093,2017-12-17
7287,136286,1,501692.08786059124,2018-08-20
7288,136288,1,154323.59072847292,2018-01-02
7289,136292,1,12030.85602425225,2018-05-27
7290,136292,5,50479.48155552149,2018-06-13
7291,136302,1,715829.8203162163,2018-09-03
7292,136303,1,177795.70876824623,2018-04-15
7293,136305,1,958624.7927455466,2019-01-08
7294,136305,1,62734.484879616444,2018-07-03
7295,136307,4,283457.939964461,2019-02-01
7296,136315,1,134088.36111550452,2018-09-12
7297,136323,3,231046.83213918004,2018-03-01
7298,136324,1,12833.90204340918,2018-12-24
7299,136325,4,4211.5617066202685,2018-11-08
7300,136336,4,192315.94679733273,2018-04-14
7301,136337,3,278874.62574556936,2018-07-17
7302,136339,4,12120.260334237473,2019-01-11
7303,136344,4,7998.712051013643,2019-01-31
7304,136352,1,296429.8661687784,2017-12-16
7305,136357,1,348930.3537413506,2018-06-15
7306,136368,1,160874.13531093718,2018-12-10
7307,136370,1,1027503.4131393513,2018-06-27
7308,136378,1,320894.4780125166,2018-09-15
7309,136383,1,1504059.5559416476,2018-07-25
7310,136383,1,198838.7810252211,2018-03-07
7311,136385,1,59146.53065668652,2018-08-30
7312,136393,5,388610.97524544963,2018-07-04
7313,136394,3,105179.28157296963,2018-10-28
7314,136398,1,407268.49185862765,2018-06-15
7315,136400,1,1992436.6358199876,2018-05-04
7316,136411,1,19908.14042478706,2018-09-12
7317,136413,1,48030.07862364192,2018-09-27
7318,136421,1,614746.0171479253,2019-04-13
7319,136423,1,169927.69038724992,2018-07-19
7320,136436,1,221983.71444968227,2018-04-07
7321,136437,1,1653701.799549653,2019-01-16
7322,136446,1,189934.21799820755,2018-07-27
7323,136446,1,679738.1901521137,2018-10-22
7324,136474,1,231136.83397819055,2017-10-05
7325,136478,4,946141.7450324051,2017-12-08
7326,136487,1,71947.46343827067,2017-12-15
7327,136489,1,1601.8355455468409,2018-05-29
7328,136491,1,351233.9940823093,2017-11-05
7329,136491,4,733264.4570513358,2018-09-01
7330,136491,4,499372.2762114981,2018-06-15
7331,136496,1,314890.97573883785,2017-09-12
7332,136512,5,79935.71386208815,2018-05-27
7333,136519,1,469840.0770929666,2018-03-28
7334,136520,1,52967.5616730731,2018-09-21
7335,136522,1,100519.63108258886,2018-04-24
7336,136524,1,341229.70746425807,2018-05-07
7337,136527,1,887089.971513823,2018-11-21
7338,136527,1,1783522.0208867441,2018-06-02
7339,136531,1,1675635.029635175,2018-06-06
7340,136536,1,335432.4598183685,2017-09-17
7341,136537,1,49103.55081362091,2018-02-19
7342,136540,1,334652.47046214296,2018-11-29
7343,136541,1,45107.923370474484,2018-09-30
7344,136544,1,85677.5788769424,2017-09-23
7345,136547,5,228771.06660872768,2017-11-12
7346,136562,1,487175.9017137832,2018-05-09
7347,136568,1,884345.5600875266,2018-10-09
7348,136572,1,13699.643552178128,2018-09-28
7349,136574,1,293836.3559933463,2019-03-21
7350,136574,1,319085.24497500155,2019-04-02
7351,136577,1,95759.63015882391,2018-04-05
7352,136577,1,572400.2678856861,2018-09-26
7353,136586,1,2306662.4078966063,2018-05-26
7354,136586,4,831138.4791252004,2019-03-25
7355,136589,1,570396.7765808974,2017-10-20
7356,136592,4,412574.50012182625,2018-05-10
7357,136594,1,2017459.4513295488,2018-07-12
7358,136601,1,1809976.839935499,2018-05-06
7359,136603,1,477394.58148794837,2018-06-28
7360,136608,1,1405439.4700777296,2018-05-29
7361,136613,1,351132.0939919073,2019-03-17
7362,136613,5,314036.0810667909,2019-02-12
7363,136619,1,362358.83286626637,2018-01-01
7364,136621,1,647682.4253378871,2018-06-08
7365,136645,6,3440350.375498862,2017-10-31
7366,136652,1,737441.0945169417,2018-05-27
7367,136661,1,540831.639131431,2017-09-11
7368,136668,1,184639.57162871203,2018-03-24
7369,136671,1,753021.1990835298,2018-10-14
7370,136671,1,835908.4568818895,2018-08-14
7371,136673,1,453414.3491011346,2018-09-22
7372,136689,1,131198.07591847982,2018-02-09
7373,136689,3,614166.6755140638,2018-10-27
7374,136690,1,527956.7274482057,2019-03-10
7375,136699,1,260735.2365497416,2018-12-09
7376,136700,1,369590.2137400233,2018-06-19
7377,136702,1,5401.885838133283,2018-10-27
7378,136703,4,184369.65835029026,2018-07-14
7379,136703,5,132079.80094461344,2019-01-24
7380,136709,1,212489.70638331072,2018-11-19
7381,136709,3,1461883.9848429314,2018-08-06
7382,136710,1,39157.83345066799,2018-05-29
7383,136721,1,244146.51295316778,2017-10-11
7384,136722,1,1618677.7452082792,2018-07-19
7385,136733,1,2005664.872411656,2018-03-26
7386,136735,1,40803.36451713648,2018-07-31
7387,136742,1,493186.79938158527,2017-12-26
7388,136747,1,182308.08556622313,2018-11-13
7389,136747,1,168614.83558412455,2018-04-24
7390,136749,3,311084.32479387475,2018-08-02
7391,136756,3,572212.5172216664,2018-10-26
7392,136756,4,19472.184474488087,2018-07-18
7393,136757,5,54308.96086897989,2017-10-08
7394,136758,1,62419.46778213093,2018-05-26
7395,136764,1,1687843.7103687215,2018-04-15
7396,136770,1,284713.94084784575,2018-03-02
7397,136772,1,503128.8890810144,2018-05-16
7398,136773,1,248606.39804615127,2018-09-26
7399,136778,1,868598.2753504928,2018-09-27
7400,136781,1,248205.0997504159,2018-06-04
7401,136786,1,312895.81790046534,2018-12-17
7402,136787,1,457036.3794180178,2017-10-03
7403,136789,1,6292.887091588229,2018-07-22
7404,136795,1,315281.03999304597,2019-03-31
7405,136805,1,503707.63019507314,2017-12-18
7406,136805,1,950286.1419584701,2018-06-18
7407,136805,4,282088.17822162795,2018-03-29
7408,136808,1,48408.538879481144,2018-04-12
7409,136814,1,499366.5111507237,2018-09-22
7410,136818,1,24671.037097957917,2018-02-24
7411,136825,1,3195108.7546388484,2018-07-31
7412,136826,1,324680.5182552142,2017-10-28
7413,136832,1,515754.5185040109,2017-10-23
7414,136832,1,810983.5456027426,2018-07-27
7415,136837,1,763577.2161103612,2018-11-24
7416,136840,4,823.3807180286385,2018-05-24
7417,136851,4,276110.85827510606,2018-06-18
7418,136861,1,1199185.2363842677,2018-01-22
7419,136874,1,1409507.5193937484,2018-03-19
7420,136883,1,396193.46899997117,2018-02-15
7421,136888,1,187979.1744940742,2018-03-06
7422,136893,1,563638.7428961596,2018-02-21
7423,136896,1,1408596.2699091923,2018-06-06
7424,136900,1,149736.1550976648,2018-11-18
7425,136906,1,687509.4845772715,2018-05-30
7426,136906,1,3287013.511542715,2018-07-11
7427,136907,1,174548.56937059632,2018-09-22
7428,136910,1,305596.8720945954,2018-02-18
7429,136920,1,106622.43518435182,2018-09-29
7430,136920,3,281875.6927339593,2017-10-11
7431,136931,5,354878.8496117139,2018-10-16
7432,136939,1,959952.5942198933,2018-12-07
7433,136944,1,960078.3656086182,2018-01-25
7434,136945,1,849700.8678705873,2019-01-17
7435,136945,1,631928.1680114104,2018-05-11
7436,136952,1,1238192.2627841947,2019-01-03
7437,136955,1,247683.88142420026,2018-07-30
7438,136956,1,58923.208244239446,2018-05-15
7439,136956,1,1702746.1151910075,2018-06-28
7440,136957,5,299750.6308243311,2018-02-26
7441,136960,1,2209107.561589918,2018-10-25
7442,136965,3,1279164.7706293445,2018-01-08
7443,136967,1,23880.815987566486,2019-01-28
7444,136970,1,760560.5831536012,2019-05-21
7445,136970,1,350071.8959699166,2019-05-02
7446,136972,1,3564696.394024588,2018-10-06
7447,136983,1,752647.1229685388,2018-10-14
7448,136985,4,174264.28885378875,2019-05-04
7449,136987,5,2684.918963253674,2018-05-17
7450,136998,1,1212152.7287750733,2018-10-14
7451,136999,1,303796.66591306636,2019-05-05
7452,137001,1,745153.311405049,2018-09-17
7453,137001,4,182094.65888734208,2018-03-25
7454,137001,5,585489.3799619151,2018-11-21
7455,137005,1,582421.0055151901,2017-10-23
7456,137049,1,80908.52375464607,2018-04-28
7457,137053,1,596525.2522932854,2018-02-12
7458,137056,1,174169.3766063978,2018-06-11
7459,137056,4,522413.2608096914,2018-04-17
7460,137061,5,34385.59463247657,2018-03-29
7461,137063,1,82614.55339947263,2018-05-31
7462,137063,1,1036815.210875875,2018-07-10
7463,137071,5,308086.2731546796,2019-02-10
7464,137077,1,941621.0917637093,2018-05-01
7465,137077,5,7793.846167623997,2018-11-23
7466,137084,3,722659.3794788858,2018-05-04
7467,137089,1,1665547.0000517245,2018-04-21
7468,137094,1,69327.90692344992,2018-05-28
7469,137100,1,1681470.5826407138,2018-07-06
7470,137101,1,336283.3140925071,2018-06-08
7471,137117,5,1295625.4328776218,2018-06-27
7472,137123,1,1664994.2021080654,2018-05-06
7473,137127,1,403085.5887021879,2018-07-24
7474,137131,1,570537.930967522,2018-06-29
7475,137141,1,1248074.7788815764,2018-05-11
7476,137144,1,482848.19402767654,2018-11-13
7477,137149,1,1115482.1769756458,2017-08-10
7478,137151,1,95316.55965404911,2018-07-09
7479,137156,1,1170605.2902689804,2019-02-07
7480,137156,1,815305.9331606854,2018-09-16
7481,137161,1,356435.70830520795,2018-03-26
7482,137165,1,2114431.956838884,2017-12-29
7483,137175,4,406283.77601368626,2018-11-02
7484,137177,1,195910.05228153616,2018-07-31
7485,137178,1,12462.40966936356,2018-11-20
7486,137179,1,375989.7405829369,2018-08-18
7487,137185,1,258731.50442752137,2017-08-15
7488,137189,1,225561.8209364659,2017-12-26
7489,137209,3,402893.67607739125,2017-12-20
7490,137214,1,6619.529651103016,2018-07-27
7491,137224,1,642594.808497986,2018-05-28
7492,137242,1,466595.02129560895,2018-01-23
7493,137243,1,443213.14751635864,2018-05-07
7494,137244,1,88840.05851909006,2019-04-28
7495,137247,1,309956.1977004083,2018-04-08
7496,137248,1,195855.87456615057,2018-05-19
7497,137251,1,1011552.9229025267,2018-08-11
7498,137264,1,826895.7644510859,2018-08-12
7499,137267,1,1478217.9672590422,2018-04-29
7500,137276,1,223250.29993239418,2018-08-28
7501,137281,1,1152299.4310366237,2017-10-13
7502,137281,1,421033.63893246325,2018-01-14
7503,137297,1,806782.9539636852,2019-04-13
7504,137300,3,684847.708919744,2018-04-02
7505,137300,4,94210.00598069093,2017-12-20
7506,137301,1,582221.8948776566,2017-09-30
7507,137306,1,54692.386396123096,2017-11-19
7508,137314,1,333627.56596011436,2018-09-27
7509,137324,1,155367.12937633088,2018-05-19
7510,137324,4,522329.53228794574,2019-02-04
7511,137325,1,3223337.2326498306,2018-02-02
7512,137327,1,105828.78251967207,2018-06-03
7513,137327,1,2276175.0294685895,2018-06-02
7514,137327,1,653557.0636483266,2018-06-02
7515,137327,3,66151.15613630041,2018-10-25
7516,137330,1,173652.71625340366,2018-05-19
7517,137333,1,242666.35231621424,2018-01-30
7518,137337,1,2316581.1169182295,2018-11-21
7519,137338,1,63392.10771650355,2018-12-16
7520,137341,1,6074.002580700908,2019-05-01
7521,137349,1,170224.66602933034,2018-02-27
7522,137356,1,468927.15979568876,2018-05-15
7523,137366,1,369180.441011107,2018-01-05
7524,137377,1,116474.49958064826,2018-06-02
7525,137380,1,642125.2601831176,2018-06-27
7526,137384,1,664201.7380654061,2018-10-30
7527,137395,1,827217.1055616405,2018-07-19
7528,137397,1,1720834.9175002452,2018-01-15
7529,137398,1,2005388.3770468396,2018-02-03
7530,137402,1,310364.611882017,2017-11-10
7531,137413,1,211049.55268407147,2018-05-13
7532,137416,4,12591.248454435976,2018-08-05
7533,137420,1,168830.98580510967,2018-08-28
7534,137422,1,267059.440279013,2018-04-29
7535,137428,3,1340563.908833949,2018-11-05
7536,137430,1,53105.18218562616,2018-03-21
7537,137433,1,79573.81454607518,2018-09-29
7538,137433,1,661292.5249250871,2018-02-13
7539,137433,1,114794.95389142909,2018-04-15
7540,137433,3,262788.0326652434,2018-10-18
7541,137436,1,970969.747871515,2018-01-04
7542,137438,4,958980.0525256726,2018-01-20
7543,137441,1,804641.587567177,2018-01-04
7544,137448,1,209266.5379412938,2017-11-11
7545,137449,1,366976.00599594595,2018-05-01
7546,137452,1,1735545.722972443,2018-02-09
7547,137473,1,753882.8184114782,2019-02-04
